wage,educ,exper,looks,gender,union,goodhlth,black,married,south,citysize,service
5.73000001907349,14,30,4,F,0,1,0,1,0,SmallCity,1
4.28000020980835,12,28,3,F,0,1,0,1,1,SmallCity,0
7.96000003814697,10,35,4,F,0,1,0,0,0,SmallCity,0
11.5699996948242,16,38,3,M,0,1,0,1,0,BigCity,1
11.4200000762939,16,27,3,M,0,1,0,1,0,SmallCity,0
3.91000008583069,12,20,3,F,0,0,0,1,0,BigCity,0
8.76000022888184,16,12,3,M,0,1,0,1,0,BigCity,0
7.69000005722046,16,5,4,M,1,1,0,0,0,SmallCity,0
5,16,5,3,F,0,1,0,0,0,MedCity,0
3.89000010490417,12,12,3,F,0,1,0,0,0,SmallCity,0
3.45000004768372,12,3,4,F,0,1,0,0,0,BigCity,0
4.03000020980835,16,6,4,M,0,1,0,1,0,SmallCity,0
5.1399998664856,17,19,2,M,0,1,0,1,0,SmallCity,1
3,16,8,3,M,0,1,0,0,0,SmallCity,1
7.98999977111816,16,12,4,M,0,1,0,1,0,MedCity,0
6.01000022888184,16,17,4,M,0,1,0,1,0,SmallCity,0
5.15999984741211,17,7,3,M,0,1,0,1,0,MedCity,0
11.539999961853,17,12,4,M,0,1,0,1,1,SmallCity,1
10.4399995803833,17,10,4,F,0,1,0,0,0,BigCity,0
7.69000005722046,16,7,3,F,0,1,0,1,0,MedCity,1
7.69000005722046,17,7,4,M,1,1,0,0,0,SmallCity,0
6.78999996185303,14,19,3,M,0,1,0,1,0,SmallCity,1
6.86999988555908,12,33,3,M,0,1,0,1,0,BigCity,1
17.0300006866455,13,32,3,M,0,1,0,1,0,BigCity,0
10.0500001907349,13,12,4,M,0,1,0,1,0,BigCity,0
15.8100004196167,17,24,4,M,0,1,0,1,1,SmallCity,1
14.8400001525879,13,29,5,M,0,1,0,0,1,BigCity,1
19.0799999237061,17,17,5,M,0,1,0,0,0,BigCity,0
8.35000038146973,16,41,1,M,0,0,0,1,1,BigCity,1
9.61999988555908,16,40,3,M,0,0,0,1,0,SmallCity,0
5.96000003814697,14,10,3,M,0,1,0,1,0,SmallCity,0
5.73000001907349,10,43,3,M,0,0,0,1,0,SmallCity,0
6.73000001907349,10,41,4,M,0,1,0,1,0,SmallCity,0
8.17000007629395,16,18,2,M,0,1,0,1,0,SmallCity,0
12.3900003433228,12,28,4,M,0,1,0,1,0,BigCity,0
9.61999988555908,13,37,2,M,0,1,0,1,0,BigCity,0
4.82999992370605,16,20,4,M,0,1,1,1,0,SmallCity,0
7.69000005722046,13,10,2,M,1,1,0,1,0,SmallCity,0
12.5,16,31,3,M,0,1,0,1,1,SmallCity,0
2.8199999332428,12,18,3,M,0,1,0,1,0,MedCity,1
12.3100004196167,17,9,3,M,1,1,0,0,0,BigCity,0
13.2200002670288,16,42,3,M,0,1,0,1,0,BigCity,0
16.8299999237061,16,14,4,M,0,1,0,1,1,BigCity,0
11.539999961853,16,27,3,M,0,1,0,1,0,BigCity,0
4.94999980926514,14,20,3,F,0,1,1,0,1,BigCity,1
7.21000003814697,17,14,3,M,0,1,0,1,0,BigCity,0
11.5799999237061,17,4,3,M,0,1,0,1,0,BigCity,0
15.3800001144409,17,13,3,M,0,1,0,1,0,BigCity,0
6.09999990463257,17,5,3,M,0,1,0,1,0,SmallCity,1
7.92999982833862,17,32,3,M,0,1,0,1,0,BigCity,1
9.15999984741211,17,19,4,F,1,1,0,1,0,BigCity,1
6.90999984741211,17,14,4,F,0,1,0,0,1,BigCity,1
20.1800003051758,17,28,3,M,0,1,0,1,0,BigCity,1
9.93000030517578,17,31,3,M,1,1,0,1,1,SmallCity,0
7.78999996185303,13,18,4,M,0,1,0,1,0,SmallCity,0
5.13000011444092,5,23,3,M,0,1,0,1,0,MedCity,1
10.9899997711182,16,14,4,M,0,1,0,1,1,SmallCity,0
6.55999994277954,13,17,2,M,0,1,0,1,0,SmallCity,0
10.1000003814697,13,16,3,M,0,1,0,1,0,BigCity,0
10.7399997711182,16,19,3,M,0,1,0,1,0,MedCity,0
16.3500003814697,17,26,3,M,0,1,0,1,0,BigCity,0
4.61999988555908,12,20,4,F,0,1,0,1,1,SmallCity,1
7.48999977111816,17,18,3,M,0,1,0,1,0,MedCity,0
19.2299995422363,17,35,3,M,0,1,0,1,0,BigCity,0
4.76999998092651,17,9,4,F,0,1,0,0,1,SmallCity,1
7.1399998664856,17,20,2,F,0,1,0,0,0,BigCity,1
14.4200000762939,17,7,4,M,0,1,0,1,1,MedCity,1
9.27999973297119,17,40,4,M,0,1,0,0,1,MedCity,1
29.9799995422363,17,12,3,M,0,1,0,1,0,SmallCity,1
32.7900009155273,16,33,4,M,0,1,0,1,0,SmallCity,1
9.61999988555908,16,16,3,M,0,1,0,1,0,SmallCity,0
8.35999965667725,16,15,3,F,0,1,0,1,0,BigCity,0
21.6299991607666,17,11,3,M,0,1,0,1,0,SmallCity,1
15.8999996185303,17,24,4,M,0,1,0,1,0,SmallCity,1
5.76999998092651,17,6,2,M,0,1,0,1,1,BigCity,1
20.9899997711182,17,40,2,M,0,1,0,1,1,BigCity,1
23.3199996948242,17,15,5,M,0,1,0,1,1,MedCity,1
4.96999979019165,17,9,4,M,0,1,0,1,0,SmallCity,1
6.8899998664856,17,16,2,M,0,1,0,1,1,MedCity,0
5.73000001907349,13,12,2,F,0,1,0,0,1,BigCity,1
5.19000005722046,17,8,3,M,0,1,0,1,0,SmallCity,1
7.78999996185303,17,25,3,F,1,1,0,0,0,SmallCity,1
8.78999996185303,16,24,3,F,1,1,0,1,0,MedCity,1
9.31999969482422,17,25,4,F,1,1,0,0,1,SmallCity,0
8.32999992370605,17,7,4,F,0,1,0,0,1,BigCity,1
10.1199998855591,10,40,3,F,0,1,1,0,0,SmallCity,1
1.98000001907349,8,29,3,F,0,0,0,0,0,MedCity,1
8.23999977111816,17,13,4,F,0,1,0,1,0,BigCity,1
5.05000019073486,14,5,4,F,0,1,0,0,0,MedCity,1
6.55000019073486,16,10,3,F,0,1,0,1,0,MedCity,0
4.46999979019165,13,25,3,M,1,1,0,1,0,MedCity,1
7.96000003814697,16,10,3,F,0,1,0,1,0,BigCity,1
6.25,17,20,2,M,0,1,0,0,0,MedCity,1
4.13000011444092,16,7,3,M,0,1,0,0,0,MedCity,0
6.73000001907349,13,25,2,F,0,1,0,1,1,MedCity,1
7.69000005722046,17,8,3,F,0,1,0,0,0,SmallCity,1
4.34999990463257,14,8,2,F,0,1,0,1,0,SmallCity,1
7.69000005722046,14,28,3,M,0,1,0,1,0,SmallCity,0
4.80999994277954,16,37,2,M,0,1,0,1,1,SmallCity,1
5.23999977111816,17,31,3,M,0,1,0,1,0,MedCity,1
2.14000010490417,16,24,4,M,0,1,0,1,0,MedCity,1
4.48999977111816,17,33,4,M,0,1,0,1,0,MedCity,1
3.60999989509583,17,8,4,M,0,1,0,1,0,SmallCity,1
5.44999980926514,17,33,3,M,0,1,0,1,0,SmallCity,1
5,17,30,3,M,0,1,0,1,0,MedCity,1
6.73000001907349,17,23,3,M,0,1,0,1,0,SmallCity,1
10.0500001907349,16,24,3,M,0,1,0,1,0,MedCity,0
6.53999996185303,17,4,4,M,0,1,0,1,0,SmallCity,0
9.19999980926514,17,40,3,F,0,1,0,0,0,MedCity,1
4.61999988555908,16,1,3,F,0,1,0,0,0,SmallCity,1
3.36999988555908,13,36,3,F,0,1,1,0,0,BigCity,1
5.53999996185303,17,7,4,F,0,1,0,0,0,SmallCity,1
6.1100001335144,12,7,5,F,0,1,0,1,0,MedCity,0
4.98999977111816,13,14,3,F,0,1,0,0,0,SmallCity,1
5.88000011444092,17,7,3,F,0,1,0,1,0,SmallCity,1
5.65999984741211,16,11,4,F,1,1,0,0,1,SmallCity,1
4,16,6,3,M,0,1,0,1,0,SmallCity,1
6.86999988555908,16,23,3,F,0,1,0,1,0,MedCity,1
4.36999988555908,17,19,2,F,0,1,0,0,0,MedCity,1
5.76999998092651,13,30,3,M,0,1,0,1,1,SmallCity,0
5.76999998092651,17,21,4,M,0,1,0,1,1,MedCity,1
12.3100004196167,17,9,4,M,0,1,0,1,0,BigCity,1
19.0799999237061,17,29,3,M,1,1,0,1,1,SmallCity,1
7.55000019073486,17,9,3,F,0,1,0,0,0,MedCity,1
5.90000009536743,17,18,4,F,0,1,0,0,0,MedCity,1
6.36999988555908,17,26,3,F,0,1,0,0,1,MedCity,1
6.15000009536743,17,21,4,M,1,1,0,1,0,MedCity,1
1.91999995708466,17,12,2,F,1,1,0,1,1,SmallCity,1
3.26999998092651,17,11,3,M,0,1,0,0,0,SmallCity,1
2.1800000667572,17,18,4,M,0,1,0,0,0,SmallCity,1
5.61999988555908,17,22,3,M,0,1,0,1,0,SmallCity,1
9.28999996185303,17,38,4,F,0,1,0,0,0,MedCity,1
6.40999984741211,17,10,3,F,1,1,0,1,0,SmallCity,1
7.46000003814697,16,22,3,F,1,1,0,1,0,SmallCity,1
6.59000015258789,17,16,2,F,1,1,0,0,0,BigCity,1
6.73000001907349,17,20,2,F,1,1,0,1,1,SmallCity,1
5.6100001335144,16,14,3,F,1,1,0,1,1,SmallCity,1
3.65000009536743,16,14,4,F,0,1,0,1,0,BigCity,1
13.0100002288818,17,15,4,M,1,1,0,1,0,BigCity,1
6.96999979019165,17,18,3,M,1,1,0,0,0,MedCity,1
7.69000005722046,17,21,3,F,1,1,0,1,1,SmallCity,1
6.73000001907349,16,15,3,M,0,1,0,1,1,SmallCity,1
5.13000011444092,17,10,3,F,1,1,0,0,0,MedCity,1
2.14000010490417,16,6,4,F,0,1,0,1,0,SmallCity,1
4.53000020980835,14,8,2,F,1,1,0,1,0,SmallCity,1
9.10000038146973,17,18,2,F,0,1,0,0,1,BigCity,1
9.77999973297119,17,15,3,F,1,1,0,0,0,SmallCity,1
3.63000011444092,13,11,4,F,0,1,0,1,0,BigCity,1
7.21000003814697,17,20,3,F,1,0,1,1,0,BigCity,1
10.6199998855591,17,18,3,F,1,1,0,1,0,SmallCity,1
4.61999988555908,17,10,3,F,1,1,0,1,0,SmallCity,1
6.53999996185303,14,26,3,F,1,1,0,0,1,MedCity,1
12.1199998855591,17,35,3,F,1,0,0,0,0,BigCity,1
7.21000003814697,16,30,4,F,1,1,0,1,0,SmallCity,1
6.25,16,6,4,F,1,0,0,0,0,SmallCity,1
3.84999990463257,17,13,3,F,1,1,0,1,0,SmallCity,1
3.02999997138977,16,10,3,F,0,0,0,1,0,SmallCity,1
2.00999999046326,16,16,3,F,0,1,0,1,0,BigCity,1
3.90000009536743,17,5,4,F,1,1,0,1,0,MedCity,1
6.34999990463257,17,11,3,F,1,1,0,0,0,BigCity,1
2,14,6,4,F,0,1,0,1,0,MedCity,1
7.69000005722046,17,22,3,M,1,1,0,1,1,SmallCity,1
2.63000011444092,12,4,3,F,0,1,0,0,0,BigCity,1
5,17,15,4,F,1,1,0,1,1,BigCity,1
6.53999996185303,17,7,3,F,0,1,0,0,0,BigCity,1
5.19000005722046,16,10,3,F,0,1,0,1,0,SmallCity,1
9.75,16,8,3,F,1,1,0,1,0,BigCity,1
2.80999994277954,13,14,3,F,0,1,1,1,0,BigCity,0
4.61999988555908,17,11,3,M,1,1,0,1,0,SmallCity,1
7.32999992370605,17,34,3,M,1,1,0,1,0,SmallCity,1
7.69000005722046,17,12,4,M,1,1,0,1,0,MedCity,1
3.25999999046326,17,10,3,M,1,1,0,1,0,MedCity,1
5.76999998092651,17,11,2,F,0,1,0,0,0,SmallCity,1
5.59000015258789,17,8,4,M,1,1,0,0,0,SmallCity,1
5.13000011444092,16,28,3,M,0,1,1,0,0,MedCity,1
14.7399997711182,17,24,2,M,1,1,0,1,0,BigCity,1
3.67000007629395,17,8,3,F,1,1,0,0,0,MedCity,1
9.72999954223633,17,13,4,M,0,1,0,1,0,MedCity,1
3.46000003814697,13,4,3,M,1,1,0,1,0,MedCity,1
6.36999988555908,17,43,4,M,1,1,0,1,0,SmallCity,1
6.57999992370605,16,30,3,F,0,1,0,1,0,SmallCity,1
10.1499996185303,16,16,3,M,1,1,1,0,0,BigCity,1
9.22999954223633,17,19,3,M,1,1,0,1,1,MedCity,1
6.75,17,21,3,M,0,0,0,1,1,SmallCity,1
10.2200002670288,17,26,3,F,0,1,0,0,0,BigCity,1
4.76000022888184,16,8,3,M,1,1,0,1,0,SmallCity,1
1.75999999046326,17,24,3,F,0,1,0,0,0,BigCity,1
12.7299995422363,17,15,4,M,1,1,0,1,0,SmallCity,1
5.84999990463257,12,26,3,M,1,1,0,1,0,MedCity,0
3.17000007629395,16,6,3,M,0,0,0,1,0,MedCity,0
5.98999977111816,12,19,2,M,0,1,0,1,0,SmallCity,0
4.61999988555908,12,4,3,M,0,1,0,1,0,BigCity,0
1.79999995231628,13,23,4,M,0,1,0,1,1,MedCity,1
5.94999980926514,13,25,4,M,0,1,0,1,0,SmallCity,1
7.46000003814697,12,18,3,M,0,1,0,1,0,BigCity,0
8.69999980926514,13,27,2,M,0,1,0,1,0,SmallCity,0
3.75,10,16,3,M,0,1,0,1,0,MedCity,0
7.69000005722046,12,20,3,M,0,1,0,1,0,SmallCity,1
5.23999977111816,14,12,3,M,0,0,0,1,0,MedCity,0
10.1000003814697,12,35,4,M,0,1,0,1,0,BigCity,0
3.75,12,36,1,M,0,1,0,0,0,SmallCity,0
5.78999996185303,13,35,3,M,0,1,0,1,0,SmallCity,0
5.05999994277954,17,5,3,M,0,1,0,1,0,SmallCity,1
7.96000003814697,13,15,4,M,1,1,0,1,0,SmallCity,0
12.8199996948242,12,44,3,M,1,1,0,1,0,BigCity,0
8.46000003814697,13,28,3,M,0,1,0,1,1,SmallCity,0
3.75999999046326,13,2,4,F,1,1,0,0,1,BigCity,1
2.85999989509583,12,43,3,M,0,1,0,1,0,SmallCity,1
11.8100004196167,10,30,3,M,1,1,0,1,0,BigCity,0
7.69000005722046,12,26,3,M,0,1,0,1,0,SmallCity,0
7.21000003814697,12,40,3,M,1,0,0,1,0,BigCity,0
2.88000011444092,13,7,4,F,0,1,1,0,0,SmallCity,1
5.73000001907349,12,10,3,F,1,1,0,0,1,SmallCity,0
4.48999977111816,12,37,2,M,0,1,0,1,0,MedCity,1
9.56999969482422,17,27,4,M,1,1,0,1,0,SmallCity,1
3.60999989509583,17,5,3,M,0,1,0,1,0,BigCity,1
7.76999998092651,13,14,2,M,0,1,0,1,0,MedCity,0
9.22999954223633,16,16,2,M,0,1,0,0,0,BigCity,0
5.57999992370605,17,4,3,M,0,1,0,1,0,SmallCity,0
5.34000015258789,16,39,3,M,0,1,0,1,0,BigCity,1
5.17000007629395,12,32,3,M,1,1,0,1,1,SmallCity,1
6.40999984741211,17,16,4,M,0,1,0,1,1,MedCity,1
7.40000009536743,17,10,4,F,0,1,0,0,0,SmallCity,1
6.75,17,15,4,M,0,1,0,1,0,SmallCity,0
8.46000003814697,17,10,4,M,0,1,0,1,1,SmallCity,1
4.6100001335144,13,10,3,F,0,1,0,0,0,MedCity,0
8.60999965667725,12,12,3,F,0,0,0,1,1,SmallCity,0
5.23999977111816,16,4,4,M,0,1,0,0,0,MedCity,0
15.3800001144409,17,12,3,M,0,1,0,0,1,BigCity,0
2.36999988555908,12,15,4,F,0,1,0,1,0,SmallCity,0
6.71999979019165,12,37,4,F,0,1,0,0,1,BigCity,0
9.39999961853027,14,23,4,M,0,1,0,1,0,SmallCity,0
7.84000015258789,16,15,3,M,0,1,0,1,0,SmallCity,0
15,17,10,4,M,0,1,0,0,0,BigCity,0
4.69999980926514,12,14,4,F,0,1,0,1,0,SmallCity,0
11.2799997329712,13,17,3,M,0,1,0,0,1,BigCity,0
11.9700002670288,16,24,3,M,0,1,0,1,0,SmallCity,0
13.9899997711182,17,13,4,M,0,1,0,1,1,MedCity,0
3,13,5,3,F,0,1,0,1,1,SmallCity,0
3.41000008583069,12,20,3,F,0,1,0,1,0,SmallCity,0
9.61999988555908,14,29,4,M,0,1,0,1,0,SmallCity,0
6.73000001907349,16,10,4,M,0,1,0,0,0,BigCity,0
9.61999988555908,13,36,3,M,0,1,0,1,1,BigCity,1
5.19000005722046,13,15,3,F,0,1,0,1,0,MedCity,1
4.61999988555908,12,26,3,F,0,1,0,1,0,MedCity,1
5.03000020980835,14,13,4,F,0,1,0,1,0,MedCity,1
9.84000015258789,14,26,3,M,0,1,0,1,0,SmallCity,0
5.28999996185303,12,9,3,M,1,1,0,1,0,SmallCity,0
10.9899997711182,12,40,1,M,0,1,0,1,0,SmallCity,0
7.07999992370605,16,28,3,M,1,0,0,1,0,BigCity,0
8.17000007629395,16,12,2,M,0,1,0,0,0,BigCity,0
5.88000011444092,13,25,4,F,0,1,0,1,0,MedCity,1
7.92000007629395,13,18,4,F,0,1,0,1,0,SmallCity,0
4.44000005722046,17,9,3,M,0,1,0,0,0,SmallCity,0
6.6399998664856,13,9,3,M,1,1,0,1,0,MedCity,0
15.8000001907349,17,30,4,M,0,0,0,1,0,SmallCity,0
9.22999954223633,14,40,3,F,0,1,0,0,0,BigCity,0
12.8199996948242,17,36,3,M,0,1,0,1,0,BigCity,0
14.1800003051758,16,30,4,M,0,1,0,1,0,SmallCity,0
11.539999961853,12,27,3,M,1,1,0,1,0,BigCity,1
9.39999961853027,12,22,3,M,1,1,0,1,0,SmallCity,1
10.3900003433228,13,40,3,M,1,1,0,1,1,SmallCity,0
5.53999996185303,12,40,3,M,0,1,1,1,0,BigCity,1
7.8600001335144,14,21,3,M,0,1,0,1,0,BigCity,0
8.17000007629395,13,36,3,M,1,0,0,1,1,MedCity,0
4.05000019073486,12,16,4,F,0,1,0,1,0,SmallCity,1
7.80999994277954,10,36,3,M,1,0,0,1,0,BigCity,0
2.55999994277954,13,18,3,M,0,1,0,1,0,MedCity,0
12.9799995422363,16,11,4,M,0,1,0,0,1,MedCity,0
41.6699981689453,13,16,4,M,0,0,0,1,0,SmallCity,0
4.80999994277954,13,12,4,F,0,1,0,1,0,MedCity,0
1.32000005245209,10,2,3,M,1,1,0,1,0,SmallCity,0
3.71000003814697,16,4,3,M,0,1,0,0,0,BigCity,0
4.80999994277954,16,21,3,M,1,1,0,1,0,BigCity,1
4.67999982833862,12,4,3,M,0,1,0,0,0,BigCity,0
8.21000003814697,17,32,2,F,1,1,0,0,1,MedCity,1
4.03000020980835,16,7,3,F,0,1,0,0,0,BigCity,0
4.80999994277954,13,5,3,M,0,0,0,0,0,BigCity,0
15.6300001144409,16,23,3,M,0,1,0,1,1,BigCity,0
7.69000005722046,5,23,3,M,1,1,0,1,0,BigCity,0
7.17000007629395,13,14,3,M,0,1,0,1,0,SmallCity,0
8.07999992370605,16,13,4,M,0,1,0,1,0,SmallCity,0
9.02999973297119,13,28,3,M,0,1,0,1,0,SmallCity,0
6.75,14,35,4,M,0,1,0,1,0,BigCity,0
8.4399995803833,13,16,4,M,0,1,0,1,0,MedCity,0
6,17,12,4,M,0,1,0,1,0,MedCity,1
6.15000009536743,17,7,3,M,0,1,0,1,1,MedCity,1
4.09999990463257,12,25,3,M,0,1,0,1,0,SmallCity,1
14.1700000762939,13,22,3,M,1,1,0,1,1,SmallCity,0
6.40999984741211,17,22,3,M,0,1,0,1,0,SmallCity,1
31.0900001525879,13,32,3,M,0,0,0,1,0,SmallCity,0
10.289999961853,13,35,4,M,0,1,0,1,1,SmallCity,1
5.05999994277954,12,28,3,M,0,1,0,1,0,BigCity,0
6.36999988555908,13,18,3,M,0,1,0,1,1,SmallCity,0
2.98000001907349,17,11,3,F,0,1,0,0,0,SmallCity,0
13.2799997329712,13,40,3,M,0,1,0,1,0,BigCity,0
4.19999980926514,13,10,2,M,0,1,0,1,1,MedCity,0
8.92000007629395,12,40,3,M,0,1,0,1,1,SmallCity,1
2.63000011444092,16,7,3,F,0,1,0,1,0,MedCity,0
26.2399997711182,12,24,3,M,0,1,0,1,0,BigCity,0
7.53999996185303,12,36,4,M,0,1,0,0,0,MedCity,0
8.64999961853027,13,34,3,M,0,1,0,1,0,SmallCity,1
20.9899997711182,16,44,3,M,0,1,0,1,1,BigCity,0
10.2600002288818,13,44,3,M,0,1,0,1,0,SmallCity,1
8.55000019073486,16,30,3,M,0,1,0,1,0,BigCity,0
2.07999992370605,12,23,4,M,0,1,0,1,0,BigCity,0
3,13,5,3,M,0,0,0,0,1,MedCity,0
6.01000022888184,16,25,4,M,0,1,0,1,1,SmallCity,1
10.0500001907349,13,14,4,M,0,1,0,0,1,SmallCity,0
5.73000001907349,12,5,3,M,0,1,0,1,0,SmallCity,0
5.92999982833862,12,20,3,M,0,1,0,1,0,MedCity,0
